Customer_ID,Recency,Frequency,Monetary,Items_Purchased
2502,10,6,36,"Rice, Pork"
2503,25,25,113,"Rice, Carrot, Fish, Pasta, Coffee, Beef"
2504,24,40,132,"Tomato, Grapes, Orange, Pork, Cheese, Cookies"
2505,26,19,395,"Yogurt, Banana, Nuts"
2506,15,30,315,"Cheese, Pork"
2507,8,41,310,"Spinach, Cereal"
2508,18,10,131,"Tea, Coffee, Grapes, Chips"
2509,8,11,262,"Banana, Spinach, Yogurt, Pork"
2510,10,41,270,"Tea, Bagel, Croissant, Cookies, Fish"
2511,26,22,395,"Crackers, Soda, Carrot, Juice"
2512,26,27,268,"Beef, Broccoli"
2513,16,41,207,"Croissant, Bagel, Cake, Oats"
2514,29,40,496,"Croissant, Tea, Pasta"
2515,27,37,68,"Milk, Fish, Orange"
2516,7,26,147,"Orange, Cookies, Tomato, Juice"
2517,12,5,41,"Broccoli, Pork"
2518,22,6,172,"Butter, Apple, Cereal, Coffee, Fish, Chicken"
2519,19,11,247,"Crackers, Cake"
2520,15,22,293,"Cheese, Juice"
2521,15,15,218,"Soda, Nuts"
2522,25,21,43,"Apple, Broccoli, Croissant, Juice"
2523,10,21,257,"Butter, Bagel, Beef"
2524,25,42,24,"Spinach, Fish"
2525,13,19,218,"Grapes, Oats"
2526,17,46,334,"Cake, Chicken, Yogurt"
2527,17,18,129,"Apple, Soda"
2528,14,39,477,"Apple, Cake"
2529,6,42,463,"Rice, Broccoli, Pork, Tomato, Spinach, Fish"
2530,27,26,19,"Croissant, Broccoli"
2531,7,18,147,"Milk, Banana"
2532,26,29,293,"Cereal, Bagel, Grapes, Cake"
2533,20,50,310,"Cake, Pasta, Pork, Cheese, Chicken"
2534,5,24,355,"Crackers, Yogurt, Carrot"
2535,28,48,61,"Tomato, Pasta"
2536,9,38,136,"Cookies, Fish, Juice, Milk, Chips, Yogurt"
2537,2,34,400,"Banana, Rice"
2538,21,29,294,"Orange, Cookies, Soda, Bagel"
2539,16,27,343,"Cereal, Soda"
2540,28,11,412,"Rice, Carrot, Nuts, Milk, Grapes, Bread"
2541,12,12,74,"Yogurt, Orange, Pasta, Bagel, Pork"
2542,18,2,165,"Fish, Butter"
2543,30,9,300,"Bagel, Chicken, Spinach, Grapes, Pork, Bread"
2544,4,47,218,"Apple, Chicken, Carrot"
2545,23,16,238,"Oats, Bagel, Apple, Cookies, Orange"
2546,28,43,52,"Rice, Pork"
2547,17,17,443,"Cake, Rice, Cereal, Milk, Croissant, Beef"
2548,28,48,335,"Milk, Nuts, Crackers, Pasta"
2549,4,45,266,"Cheese, Milk, Croissant, Chips, Coffee, Cookies"
2550,10,48,114,"Apple, Coffee, Banana, Beef"
2551,3,6,410,"Soda, Bagel, Beef"
2552,25,14,82,"Cheese, Beef, Apple, Spinach, Cookies, Chicken"
2553,6,11,201,"Crackers, Pasta, Carrot, Beef, Cereal"
2554,9,26,286,"Chicken, Rice"
2555,15,7,96,"Bread, Fish, Bagel, Grapes"
2556,29,7,410,"Nuts, Crackers, Oats, Rice, Bread, Cheese"
2557,17,5,135,"Yogurt, Bagel, Pork, Spinach"
2558,5,31,285,"Chicken, Bread, Milk"
2559,27,36,497,"Milk, Banana, Apple, Nuts, Cheese"
2560,14,4,226,"Carrot, Rice, Beef, Croissant, Tea, Cake"
2561,3,2,476,"Orange, Coffee"
2562,30,50,294,"Tomato, Bread, Orange, Butter"
2563,8,26,241,"Spinach, Cake"
2564,27,34,31,"Bread, Milk, Chips, Orange, Cheese"
2565,15,49,10,"Cake, Nuts, Bread"
2566,29,6,426,"Cereal, Nuts, Chicken, Tomato, Beef"
2567,12,7,247,"Orange, Cookies, Spinach"
2568,30,17,434,"Croissant, Cheese, Milk, Soda, Pasta, Pork"
2569,1,40,327,"Broccoli, Oats"
2570,14,10,158,"Carrot, Tea, Oats, Fish, Bagel"
2571,2,6,344,"Cereal, Grapes, Cookies, Chips"
2572,13,42,95,"Coffee, Bread"
2573,17,25,10,"Oats, Cookies, Cake, Coffee, Orange"
2574,12,20,40,"Nuts, Chicken, Tomato, Grapes, Carrot, Yogurt"
2575,8,15,487,"Nuts, Carrot, Tea, Chicken"
2576,13,16,481,"Pasta, Soda"
2577,3,48,256,"Chicken, Butter, Tea"
2578,12,19,149,"Tomato, Fish, Nuts, Broccoli"
2579,8,29,316,"Pasta, Tea, Cheese, Crackers, Bread"
2580,1,41,138,"Cake, Butter, Pasta, Banana, Yogurt"
2581,11,9,439,"Pasta, Yogurt, Juice, Apple, Beef, Coffee"
2582,30,9,358,"Orange, Cereal, Yogurt, Banana, Cake"
2583,4,34,204,"Chips, Spinach, Orange, Butter, Juice"
2584,27,11,189,"Tomato, Bread, Spinach, Chips, Pasta"
2585,23,2,441,"Chicken, Yogurt, Soda"
2586,21,3,333,"Juice, Soda, Coffee, Chicken, Rice, Apple"
2587,11,43,118,"Beef, Bread, Rice, Orange, Croissant, Broccoli"
2588,26,23,309,"Spinach, Butter, Orange, Banana, Rice, Coffee"
2589,5,21,440,"Milk, Rice, Chicken"
2590,5,31,271,"Tea, Cereal, Bread"
2591,2,30,154,"Cookies, Banana, Beef"
2592,10,35,33,"Pork, Coffee, Crackers, Banana, Fish"
2593,30,18,92,"Cereal, Spinach, Butter, Banana, Cookies, Crackers"
2594,27,36,388,"Carrot, Beef"
2595,16,29,283,"Orange, Croissant, Butter, Crackers, Soda, Chicken"
2596,23,9,298,"Grapes, Carrot, Milk, Crackers"
2597,27,45,45,"Tea, Cereal"
2598,5,35,163,"Pork, Croissant, Chips"
2599,25,12,55,"Rice, Banana, Coffee, Chicken, Milk, Soda"
2600,23,38,212,"Chips, Pork, Rice"
2601,16,39,367,"Cereal, Pasta"
2602,15,30,72,"Cookies, Crackers, Carrot, Soda, Fish"
2603,20,41,435,"Butter, Grapes"
2604,1,48,81,"Carrot, Bread, Fish, Croissant, Grapes, Cake"
2605,29,41,381,"Coffee, Pasta, Banana, Juice, Yogurt"
2606,3,37,294,"Juice, Tea, Cereal"
2607,1,28,153,"Cake, Bread"
2608,9,34,459,"Nuts, Oats, Fish, Bagel, Cake"
2609,7,41,231,"Soda, Yogurt, Tomato, Nuts, Bagel"
2610,27,41,117,"Broccoli, Beef, Orange, Cheese"
2611,5,35,322,"Juice, Cake, Fish, Milk"
2612,18,20,268,"Juice, Butter, Pork"
2613,24,23,500,"Milk, Yogurt, Rice, Coffee, Croissant, Cookies"
2614,20,31,420,"Broccoli, Oats, Bread, Yogurt, Fish"
2615,17,35,172,"Butter, Fish, Cheese, Orange, Rice, Chicken"
2616,14,15,462,"Banana, Croissant"
2617,4,6,359,"Apple, Rice, Cheese, Cookies, Milk"
2618,25,29,494,"Tomato, Apple"
2619,10,20,185,"Juice, Pork, Pasta"
2620,8,24,335,"Carrot, Broccoli, Chicken"
2621,10,27,143,"Orange, Fish, Yogurt, Cereal, Beef, Oats"
2622,4,17,395,"Broccoli, Rice, Fish"
2623,2,10,372,"Milk, Orange, Cheese"
2624,8,20,241,"Chips, Carrot, Yogurt, Soda, Crackers"
2625,14,1,149,"Chips, Yogurt, Crackers, Spinach, Bagel, Nuts"
2626,21,1,135,"Orange, Bread, Oats, Crackers, Croissant, Chicken"
2627,26,34,349,"Juice, Croissant, Soda, Bagel, Chicken"
2628,20,49,174,"Crackers, Yogurt, Spinach"
2629,15,9,184,"Fish, Butter, Bread, Pork, Banana, Crackers"
2630,3,23,117,"Rice, Beef, Cookies, Soda, Pasta"
2631,4,19,245,"Spinach, Crackers, Banana"
2632,27,31,316,"Oats, Coffee, Spinach, Nuts, Chips, Tomato"
2633,29,35,178,"Butter, Rice, Milk, Fish"
2634,16,1,18,"Milk, Pork, Oats, Nuts"
2635,20,45,477,"Butter, Soda, Cheese, Milk, Cake"
2636,18,32,364,"Soda, Spinach, Butter, Croissant, Rice, Chicken"
2637,1,49,78,"Nuts, Spinach"
2638,21,31,340,"Cheese, Broccoli, Carrot"
2639,17,20,482,"Cheese, Tomato, Bagel, Croissant, Rice, Juice"
2640,19,1,11,"Grapes, Banana, Juice"
2641,8,50,321,"Soda, Grapes"
2642,23,28,253,"Bread, Cheese, Tea, Nuts"
2643,5,19,12,"Crackers, Yogurt, Bagel, Orange"
2644,10,39,471,"Tomato, Cookies, Cheese, Orange"
2645,14,15,14,"Tomato, Banana, Apple, Grapes, Soda"
2646,1,1,354,"Grapes, Beef, Soda, Fish"
2647,20,36,98,"Milk, Butter, Crackers"
2648,12,24,221,"Orange, Yogurt, Bread, Pork, Beef, Coffee"
2649,8,13,294,"Croissant, Soda, Yogurt, Rice"
2650,19,27,468,"Beef, Chips, Coffee, Yogurt"
2651,14,36,366,"Tea, Grapes"
2652,6,28,370,"Beef, Apple, Bread, Cereal, Pasta"
2653,22,26,260,"Nuts, Broccoli, Soda, Bread"
2654,22,16,400,"Chicken, Juice"
2655,3,11,211,"Broccoli, Chips, Cheese, Tomato, Cake, Orange"
2656,17,46,285,"Cake, Coffee, Juice, Beef"
2657,12,48,51,"Bread, Orange, Cake, Cereal, Nuts"
2658,3,42,413,"Beef, Coffee, Fish"
2659,17,25,458,"Cereal, Chips, Tea, Beef"
2660,18,25,342,"Chicken, Cake, Tea, Butter"
2661,17,15,343,"Fish, Yogurt, Orange, Beef, Chicken, Bagel"
2662,26,17,49,"Milk, Soda"
2663,17,6,285,"Broccoli, Soda, Fish, Bread, Coffee, Butter"
2664,18,28,25,"Soda, Cake, Bread"
2665,1,41,466,"Orange, Cookies, Crackers, Milk"
2666,13,16,436,"Cake, Broccoli, Banana, Coffee"
2667,28,34,427,"Cake, Spinach"
2668,16,49,353,"Yogurt, Rice, Oats"
2669,2,40,237,"Pasta, Chips, Bread, Coffee, Orange, Spinach"
2670,21,45,354,"Nuts, Carrot, Coffee"
2671,13,44,73,"Croissant, Grapes, Carrot"
2672,12,18,190,"Bagel, Juice, Milk, Spinach"
2673,9,19,426,"Cereal, Grapes, Butter, Banana, Oats, Chips"
2674,24,42,202,"Apple, Banana, Grapes, Soda, Fish"
2675,1,48,433,"Cake, Crackers, Yogurt, Soda"
2676,12,35,317,"Pasta, Tomato, Fish, Broccoli"
2677,26,18,193,"Cookies, Crackers"
2678,3,27,208,"Apple, Pork, Nuts, Broccoli, Croissant, Chicken"
2679,12,13,100,"Fish, Cereal, Coffee, Beef"
2680,8,5,439,"Butter, Broccoli, Beef"
2681,24,12,403,"Coffee, Soda, Nuts, Spinach, Banana"
2682,22,9,425,"Nuts, Croissant, Beef, Soda"
2683,21,19,366,"Soda, Croissant, Cereal, Fish, Juice, Milk"
2684,4,8,14,"Juice, Crackers"
2685,25,41,73,"Soda, Spinach, Rice, Juice, Pork"
2686,19,30,246,"Carrot, Juice, Milk"
2687,24,40,199,"Soda, Grapes"
2688,25,29,489,"Croissant, Tomato, Juice, Milk"
2689,11,18,108,"Pork, Beef"
2690,5,45,237,"Rice, Cheese, Coffee"
2691,2,40,14,"Beef, Milk, Carrot, Cookies, Yogurt"
2692,12,32,123,"Nuts, Banana, Cake, Croissant, Cheese, Grapes"
2693,18,13,390,"Cheese, Butter, Orange, Bread"
2694,11,21,20,"Croissant, Orange"
2695,27,2,398,"Nuts, Apple, Juice"
2696,21,10,153,"Soda, Spinach, Pasta"
2697,6,4,358,"Croissant, Orange"
2698,27,35,481,"Milk, Cheese, Pork, Butter, Tea"
2699,25,2,373,"Oats, Cheese, Chips, Beef, Broccoli"
2700,22,12,193,"Bagel, Pork, Yogurt, Cereal, Fish"
2701,15,7,108,"Beef, Tomato, Banana"
2702,23,19,56,"Crackers, Milk, Cereal, Tomato, Soda, Bagel"
2703,16,18,427,"Juice, Apple, Broccoli, Fish, Croissant"
2704,21,9,324,"Fish, Tea, Orange, Bagel, Banana"
2705,6,46,330,"Pork, Bagel, Milk"
2706,26,29,165,"Carrot, Tea, Crackers, Cheese, Banana, Cereal"
2707,5,47,423,"Apple, Cake, Chicken"
2708,3,1,377,"Broccoli, Tomato, Bagel, Apple"
2709,23,15,123,"Juice, Pasta, Cereal, Chicken, Nuts"
2710,25,6,129,"Pork, Cheese, Fish, Banana, Carrot"
2711,15,10,262,"Tomato, Croissant, Spinach, Butter, Pork, Coffee"
2712,2,1,195,"Bread, Cereal, Chips, Cookies, Cake"
2713,10,32,28,"Rice, Milk, Cheese, Pork, Fish, Grapes"
2714,7,14,153,"Apple, Croissant, Tea, Crackers, Cereal, Butter"
2715,2,22,262,"Tomato, Orange, Rice"
2716,26,27,473,"Broccoli, Bread, Oats, Soda"
2717,7,20,370,"Broccoli, Crackers, Fish"
2718,29,32,371,"Apple, Chicken, Carrot, Rice"
2719,2,24,320,"Milk, Croissant, Juice, Fish, Tea, Chicken"
2720,11,30,117,"Nuts, Oats, Bagel, Apple, Pork, Chicken"
2721,30,45,13,"Pork, Cheese, Broccoli"
2722,10,3,110,"Juice, Apple, Fish, Broccoli, Bread"
2723,17,22,430,"Milk, Cookies"
2724,13,6,336,"Cookies, Chips, Cereal"
2725,27,49,212,"Juice, Croissant, Beef, Broccoli"
2726,18,10,66,"Chips, Butter, Cheese"
2727,16,4,455,"Orange, Grapes, Broccoli, Cheese, Coffee, Cookies"
2728,9,18,152,"Yogurt, Spinach, Oats, Pork, Cake"
2729,2,50,301,"Orange, Pasta, Carrot, Broccoli"
2730,25,26,266,"Pasta, Yogurt, Beef"
2731,21,5,262,"Croissant, Rice, Crackers, Pork, Carrot"
2732,7,35,97,"Pasta, Coffee, Chicken, Orange, Beef"
2733,10,31,292,"Bread, Juice, Cookies, Tea, Crackers, Cheese"
2734,12,12,109,"Nuts, Pork, Carrot, Oats, Spinach, Tomato"
2735,28,13,347,"Yogurt, Tea"
2736,25,17,388,"Cereal, Soda, Bagel, Milk, Spinach"
2737,2,25,299,"Cheese, Pasta, Chicken, Butter"
2738,28,1,354,"Grapes, Nuts, Pork, Fish"
2739,21,8,359,"Cookies, Cheese"
2740,11,50,318,"Grapes, Rice, Broccoli"
2741,9,46,299,"Grapes, Banana, Butter, Beef, Cereal"
2742,4,16,99,"Banana, Butter, Beef, Cereal, Bagel"
2743,26,25,43,"Coffee, Croissant, Nuts, Cereal, Banana, Fish"
2744,12,50,311,"Broccoli, Croissant, Butter, Rice, Fish"
2745,14,29,75,"Banana, Cookies, Cheese, Chicken"
2746,29,16,391,"Banana, Pork, Spinach, Soda, Cereal"
2747,13,48,43,"Butter, Chips, Spinach, Coffee, Bagel"
2748,24,3,75,"Yogurt, Carrot, Fish, Bread, Beef"
2749,15,13,142,"Butter, Pork, Beef, Banana, Juice"
2750,29,30,487,"Bread, Beef"
2751,13,48,301,"Milk, Cereal, Apple"
2752,11,50,448,"Juice, Chicken, Pork, Carrot, Pasta, Spinach"
2753,6,7,126,"Soda, Oats"
2754,16,34,461,"Tea, Pork"
2755,23,43,277,"Banana, Orange, Pasta, Croissant"
2756,16,14,383,"Milk, Fish, Spinach, Carrot, Soda"
2757,12,31,410,"Tomato, Soda, Butter, Banana, Grapes"
2758,30,25,150,"Grapes, Chips"
2759,26,44,108,"Butter, Bagel, Tomato, Crackers"
2760,17,20,444,"Pork, Orange, Milk, Apple, Spinach, Croissant"
2761,9,21,357,"Cookies, Rice"
2762,26,11,21,"Milk, Nuts, Carrot"
2763,3,41,364,"Soda, Cereal, Coffee, Bagel, Broccoli, Carrot"
2764,24,47,357,"Grapes, Yogurt, Tea, Bread"
2765,14,3,282,"Bagel, Pork, Cereal, Milk, Chicken"
2766,3,48,324,"Broccoli, Orange, Bagel, Cookies, Yogurt"
2767,14,36,139,"Chicken, Carrot"
2768,20,34,358,"Tea, Rice, Fish, Chips, Carrot, Cheese"
2769,27,8,296,"Milk, Apple, Rice, Cheese"
2770,6,17,462,"Cereal, Yogurt"
2771,18,31,242,"Tea, Banana, Chips, Oats, Butter, Orange"
2772,10,41,11,"Banana, Butter"
2773,11,20,490,"Cheese, Carrot, Chips, Rice, Fish, Oats"
2774,4,13,228,"Soda, Beef, Tea, Pork, Juice"
2775,3,24,338,"Spinach, Chips, Butter, Pasta"
2776,11,4,354,"Cookies, Juice, Pasta"
2777,22,43,492,"Croissant, Bread, Pork, Milk"
2778,10,14,342,"Bagel, Chicken, Soda, Cereal, Beef"
2779,10,8,36,"Coffee, Milk, Cheese, Butter, Grapes"
2780,15,16,447,"Bagel, Orange, Butter, Chips, Chicken, Beef"
2781,20,41,490,"Pork, Apple, Carrot"
2782,23,28,175,"Broccoli, Banana, Chips, Chicken"
2783,14,21,231,"Carrot, Cookies, Oats"
2784,6,1,442,"Croissant, Juice"
2785,23,11,218,"Tomato, Tea"
2786,15,18,150,"Soda, Nuts, Banana, Pork"
2787,12,38,72,"Butter, Tomato, Cheese, Bread, Bagel, Orange"
2788,15,8,358,"Grapes, Milk, Juice, Broccoli"
2789,2,26,275,"Rice, Apple, Pork, Pasta, Crackers, Butter"
2790,24,16,248,"Chicken, Rice, Milk"
2791,28,1,263,"Tomato, Grapes, Chicken"
2792,30,3,195,"Coffee, Spinach, Cheese, Crackers"
2793,12,38,274,"Orange, Fish, Carrot, Croissant"
2794,20,45,398,"Rice, Beef, Juice, Chicken, Coffee, Cookies"
2795,14,31,32,"Grapes, Beef"
2796,9,45,462,"Tea, Bagel, Crackers, Rice"
2797,21,39,379,"Grapes, Nuts, Broccoli, Beef, Pork"
2798,26,10,124,"Apple, Coffee, Orange"
2799,2,24,34,"Cheese, Chicken, Beef, Pasta, Pork"
2800,3,50,152,"Bread, Coffee, Nuts, Spinach"
2801,22,6,480,"Oats, Cereal, Pasta, Fish, Cookies, Croissant"
2802,21,16,225,"Yogurt, Carrot, Juice"
2803,13,11,282,"Chicken, Croissant, Cereal, Banana, Tomato, Spinach"
2804,12,32,239,"Milk, Chicken, Pork"
2805,17,6,171,"Bread, Pasta, Pork, Juice, Apple"
2806,26,44,12,"Chicken, Tea, Grapes, Banana"
2807,24,40,210,"Cereal, Beef, Pasta, Oats"
2808,22,22,109,"Juice, Nuts, Fish, Milk, Spinach"
2809,6,49,181,"Grapes, Carrot"
2810,1,41,51,"Juice, Butter, Carrot, Fish, Beef, Coffee"
2811,5,4,460,"Grapes, Yogurt, Soda, Cake, Spinach, Carrot"
2812,28,4,302,"Croissant, Tea, Coffee"
2813,20,23,423,"Milk, Butter, Bread, Tomato, Spinach"
2814,22,42,22,"Pasta, Beef"
2815,26,10,387,"Bread, Spinach, Orange"
2816,15,45,125,"Tomato, Bread"
2817,2,35,363,"Spinach, Bagel, Butter"
2818,5,7,226,"Oats, Chips, Tea"
2819,3,9,500,"Cereal, Bread, Butter, Tomato, Spinach, Broccoli"
2820,8,32,48,"Chips, Chicken, Spinach, Soda, Coffee"
2821,25,15,479,"Milk, Cookies, Tea, Yogurt"
2822,21,21,137,"Juice, Bagel, Soda, Pork, Cereal, Milk"
2823,12,36,110,"Oats, Banana, Cereal, Spinach, Beef, Yogurt"
2824,12,42,94,"Carrot, Broccoli, Rice, Spinach, Apple, Bread"
2825,13,49,178,"Cheese, Chips, Fish, Juice, Apple, Broccoli"
2826,19,23,169,"Milk, Croissant, Cereal"
2827,2,29,42,"Grapes, Milk, Rice, Pork"
2828,20,47,330,"Cake, Fish, Cookies, Cereal, Tea"
2829,5,13,330,"Milk, Spinach, Grapes, Oats"
2830,22,2,59,"Bagel, Soda, Chips, Orange"
2831,15,45,24,"Apple, Cereal"
2832,12,25,255,"Chips, Fish, Apple, Yogurt, Milk, Butter"
2833,12,23,231,"Oats, Apple, Soda, Bread, Crackers"
2834,15,47,423,"Orange, Pork"
2835,25,9,22,"Juice, Cheese"
2836,3,17,313,"Cookies, Bread, Apple"
2837,19,3,418,"Cereal, Cake, Oats, Orange, Butter, Pasta"
2838,5,32,330,"Juice, Tomato, Spinach, Broccoli"
2839,17,46,488,"Tomato, Milk, Broccoli, Oats, Fish"
2840,12,29,181,"Rice, Pork"
2841,13,36,440,"Orange, Chips, Bread"
2842,11,19,138,"Cereal, Pork"
2843,21,35,136,"Bread, Cereal, Cheese, Crackers"
2844,9,45,65,"Cereal, Grapes"
2845,8,32,252,"Crackers, Croissant, Broccoli"
2846,4,13,132,"Chicken, Apple, Carrot, Cheese"
2847,1,37,500,"Bread, Broccoli, Beef, Juice, Carrot, Milk"
2848,24,12,184,"Crackers, Croissant, Cake, Chips"
2849,6,35,436,"Carrot, Broccoli, Beef, Nuts, Grapes"
2850,16,23,37,"Bagel, Pasta, Apple, Butter, Chips, Grapes"
2851,17,21,430,"Milk, Yogurt, Tomato, Grapes, Spinach"
2852,13,47,180,"Spinach, Bagel, Broccoli, Butter"
2853,30,30,276,"Tea, Juice, Croissant"
2854,18,18,416,"Butter, Cookies, Cake, Tomato, Apple, Fish"
2855,4,39,131,"Cheese, Grapes, Nuts"
2856,9,36,493,"Beef, Cookies, Coffee, Chips, Crackers, Nuts"
2857,25,11,47,"Rice, Milk"
2858,9,5,407,"Beef, Chips, Soda"
2859,23,34,317,"Cookies, Cheese, Rice, Apple, Tea, Crackers"
2860,15,10,327,"Banana, Grapes, Cookies, Pork, Coffee"
2861,7,29,234,"Yogurt, Apple, Pasta"
2862,20,19,401,"Carrot, Butter, Yogurt, Fish"
2863,10,17,58,"Cheese, Cereal, Soda, Bagel, Croissant"
2864,23,35,330,"Tomato, Fish, Bagel, Cheese, Rice, Cake"
2865,30,24,238,"Chicken, Cake, Cookies"
2866,16,30,306,"Broccoli, Oats, Soda, Cereal, Butter, Pasta"
2867,7,1,73,"Beef, Grapes, Juice"
2868,4,50,53,"Bagel, Beef"
2869,5,41,41,"Tomato, Pasta"
2870,28,33,479,"Tea, Butter, Chips"
2871,3,25,27,"Cereal, Milk, Broccoli"
2872,15,47,203,"Broccoli, Tomato, Cereal, Yogurt"
2873,6,12,170,"Coffee, Pasta, Chips, Rice, Cake, Cheese"
2874,29,2,465,"Bread, Tomato, Chicken, Cookies, Grapes"
2875,23,40,444,"Broccoli, Banana, Rice, Beef, Grapes, Pasta"
2876,15,24,365,"Pork, Coffee, Juice, Grapes, Chips"
2877,3,50,43,"Chicken, Pasta, Milk, Juice, Bagel, Cereal"
2878,26,40,410,"Chicken, Bread, Spinach"
2879,22,16,75,"Coffee, Nuts"
2880,28,21,41,"Rice, Milk, Banana, Chicken, Beef"
2881,11,47,480,"Cookies, Yogurt"
2882,22,5,420,"Grapes, Cheese, Beef, Fish, Milk"
2883,12,43,236,"Cheese, Coffee, Croissant, Fish"
2884,23,35,38,"Milk, Bagel, Banana, Cheese"
2885,3,25,164,"Bagel, Croissant, Butter, Beef, Nuts, Oats"
2886,18,13,322,"Tea, Nuts"
2887,18,34,330,"Butter, Carrot, Cookies"
2888,10,44,231,"Apple, Pasta, Nuts"
2889,29,32,43,"Pasta, Crackers, Spinach, Juice, Bagel, Yogurt"
2890,10,50,62,"Juice, Apple, Butter, Pasta, Spinach, Crackers"
2891,28,36,356,"Fish, Butter, Bread, Oats, Orange, Juice"
2892,6,10,38,"Tomato, Chips, Carrot, Broccoli, Coffee"
2893,23,40,296,"Chips, Tomato"
2894,23,19,36,"Tomato, Crackers, Tea, Soda, Bagel, Carrot"
2895,30,21,160,"Bagel, Butter"
2896,23,27,445,"Bagel, Crackers, Broccoli, Spinach, Apple, Juice"
2897,21,42,205,"Banana, Tomato, Cookies, Beef"
2898,6,21,215,"Soda, Nuts, Tea, Bagel, Oats"
2899,26,8,59,"Oats, Butter, Soda, Crackers, Banana, Apple"
2900,12,7,326,"Grapes, Pork"
2901,17,34,395,"Pork, Coffee"
2902,8,43,220,"Fish, Butter, Rice, Milk"
2903,4,5,129,"Rice, Tea, Pork, Beef"
2904,7,3,452,"Coffee, Apple"
2905,26,9,316,"Bread, Nuts, Butter, Apple"
2906,5,12,413,"Bread, Rice"
2907,8,3,347,"Croissant, Fish, Oats"
2908,26,13,329,"Chips, Fish"
2909,16,7,15,"Crackers, Rice"
2910,1,32,242,"Yogurt, Juice, Bread, Croissant, Coffee, Tea"
2911,12,13,206,"Banana, Grapes"
2912,18,7,247,"Chips, Tea, Orange, Tomato, Coffee, Butter"
2913,19,3,417,"Carrot, Nuts, Banana, Cake, Chips"
2914,12,37,229,"Yogurt, Chips, Pasta, Bagel, Croissant"
2915,15,42,460,"Beef, Banana, Nuts, Tea, Fish, Crackers"
2916,26,25,327,"Banana, Fish, Cookies, Chicken, Bagel"
2917,18,43,327,"Grapes, Cake, Rice, Soda, Crackers, Spinach"
2918,5,32,61,"Carrot, Pasta, Beef, Milk, Nuts"
2919,20,34,183,"Yogurt, Juice, Grapes, Cereal, Croissant"
2920,29,40,343,"Carrot, Bagel, Fish, Milk, Beef, Chips"
2921,3,45,490,"Juice, Soda"
2922,3,38,355,"Nuts, Fish"
2923,10,17,410,"Grapes, Banana, Apple, Tea, Cereal"
2924,13,4,23,"Coffee, Banana, Beef"
2925,23,24,242,"Carrot, Cheese, Juice, Coffee"
2926,24,15,274,"Grapes, Soda, Beef, Pasta"
2927,16,39,178,"Juice, Carrot, Soda, Rice, Cereal"
2928,17,46,310,"Soda, Orange, Cookies"
2929,14,5,108,"Cheese, Coffee, Grapes"
2930,25,1,65,"Butter, Cake, Carrot"
2931,14,14,62,"Bread, Fish"
2932,27,42,16,"Apple, Bagel, Chicken, Beef, Croissant, Carrot"
2933,19,32,314,"Tomato, Coffee, Banana, Spinach"
2934,3,6,375,"Bread, Tea, Milk, Cereal, Cookies"
2935,5,30,44,"Croissant, Cookies, Broccoli, Coffee"
2936,11,41,313,"Yogurt, Rice, Chips, Fish, Bread"
2937,21,4,414,"Orange, Bagel, Butter"
2938,3,24,440,"Beef, Tomato"
2939,15,36,109,"Banana, Tea, Juice"
2940,15,48,473,"Tea, Coffee, Oats, Rice, Pasta"
2941,22,27,303,"Banana, Bread, Pork, Cheese, Beef"
2942,17,24,74,"Spinach, Cereal, Butter, Rice, Milk"
2943,12,46,336,"Nuts, Yogurt, Grapes"
2944,5,4,270,"Cheese, Cookies, Chips, Soda, Spinach"
2945,29,40,141,"Tomato, Croissant, Cheese"
2946,27,18,191,"Spinach, Yogurt, Coffee, Oats, Broccoli"
2947,25,34,225,"Fish, Cereal"
2948,18,3,256,"Soda, Fish, Pasta, Pork"
2949,21,47,381,"Nuts, Milk, Fish"
2950,19,5,327,"Milk, Cheese, Grapes"
2951,6,20,237,"Apple, Crackers, Beef, Carrot, Pork"
2952,25,5,105,"Tomato, Rice"
2953,5,14,134,"Chips, Oats, Banana, Cake"
2954,14,34,80,"Banana, Tomato, Crackers, Chicken, Cereal, Cookies"
2955,17,7,418,"Broccoli, Bread, Carrot, Fish, Cheese"
2956,30,7,32,"Chips, Pork, Soda, Milk, Fish, Tea"
2957,28,47,40,"Banana, Bread, Pork, Oats, Chicken, Rice"
2958,2,15,75,"Banana, Coffee, Orange, Carrot"
2959,27,35,169,"Cake, Coffee, Soda, Bread, Cookies"
2960,4,25,309,"Tomato, Broccoli, Pasta, Soda, Bagel, Coffee"
2961,17,13,233,"Milk, Bread"
2962,5,13,272,"Rice, Fish, Soda"
2963,10,34,343,"Apple, Spinach, Oats"
2964,6,43,396,"Juice, Soda, Cookies, Beef"
2965,6,16,193,"Oats, Bread, Tea, Coffee, Banana"
2966,11,37,169,"Cereal, Yogurt, Cookies, Tomato, Bread"
2967,30,41,308,"Yogurt, Chicken, Bread, Apple, Carrot"
2968,23,12,463,"Nuts, Apple, Tea, Orange, Oats, Tomato"
2969,8,36,287,"Broccoli, Apple, Milk, Chicken, Cookies, Soda"
2970,12,48,407,"Fish, Cookies, Orange, Spinach, Coffee, Tomato"
2971,17,36,84,"Apple, Grapes, Milk, Rice, Tea"
2972,29,27,85,"Beef, Bagel, Yogurt"
2973,10,48,250,"Yogurt, Tomato, Rice, Bread, Banana, Cheese"
2974,28,7,168,"Beef, Coffee, Milk, Cake, Pork"
